Challenge,Cartographer,Map,Links,Area,City,Topics,Types,Tools
**03** ^Polygons^,**@BrittLonneville** ^Britt Lonneville^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BrittLonneville_03.jpg),[tweet](https://twitter.com/BrittLonneville/status/1323565399120687105) ,,,,,
**22** ^Movement^,**@cdlseldon** ^Clare Seldon (CGeog)^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/cdlseldon_22.jpg),[tweet](https://twitter.com/cdlseldon/status/1330444447319023616) ,,,,,
**26** ^New tool^,**@MarcoMinghini** ^Marco Minghini^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MarcoMinghini_26.jpg),[tweet](https://twitter.com/MarcoMinghini/status/1331868615021387776) ,,,,,
**07** ^Green^,**@Di_dyne** ^Di_Dyne^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Di_dyne_07.jpg),[tweet](https://twitter.com/Di_dyne/status/1325121650040340485) ,,,,,
**02** ^Lines^,**@BlandfordBread** ^Blandford Bread^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BlandfordBread_02.jpg),[tweet](https://twitter.com/BlandfordBread/status/1323237035814068224) ,World,,historical,,QGIS
**26** ^New tool^,**@AlandcoC** ^Anne L.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AlandcoC_26.jpg),[tweet](https://twitter.com/AlandcoC/status/1331871196607098881) ,,,,,
**19** ^NULL^,**@geospacedman** ^Barry Rowlingson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geospacedman_19.jpg),[tweet](https://twitter.com/geospacedman/status/1329351004542918657) ,,,,,
**04** ^Hexagons^,**@burdGIS** ^Oliver Burdekin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/burdGIS_04.jpg),[tweet](https://twitter.com/burdGIS/status/1323890719640215553) ,USA,,botany,,QGIS
**02** ^Lines^,**@SimonBeaumont04** ^Simon Beaumont^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/SimonBeaumont04_02.jpg),[tweet](https://twitter.com/SimonBeaumont04/status/1323357769286754307) ,,,,,
**14** ^Climate change^,**@DrChrisGeoSci** ^Dr Chris #GIS #Success^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DrChrisGeoSci_14.jpg),[tweet](https://twitter.com/DrChrisGeoSci/status/1327635006794108930) ,New Zealand,,,,ArcGIS
**28** ^Non-geographic^,**@mapsbyp** ^Patrycja Krajczyńska^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mapsbyp_28.jpg),[tweet](https://twitter.com/mapsbyp/status/1332616342931902465) ,Poland,,animals,cartogram,GeoDa
**06** ^Red^,**@tkardi** ^Tõnis Kärdi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tkardi_06.jpg),[tweet](https://twitter.com/tkardi/status/1325070797812232193) ,,,,,
**23** ^Boundaries^,**@hansakwast** ^Hans van der Kwast^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/hansakwast_23.jpg),[tweet](https://twitter.com/hansakwast/status/1330794975035092993) ,,,,,
**18** ^Land use^,**@nwbort** ^Nick Twort^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/nwbort_18.jpg),[tweet](https://twitter.com/nwbort/status/1329033173389303817) [web](https://cardioid.co.nz/30dmc/18/),Australia,,,,Leaflet
**21** ^Water^,**@jrombf** ^Jrombf^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jrombf_21.jpg),[tweet](https://twitter.com/jrombf/status/1330141214188953604) ,,,,,
**03** ^Polygons^,**@p_kil89** ^Paul Kilgarriff^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/p_kil89_03.jpg),[tweet](https://twitter.com/p_kil89/status/1323711511903281152) ,,,,,
**14** ^Climate change^,**@sporella** ^Steph Orellana Bello^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sporella_14.png),[tweet](https://twitter.com/sporella/status/1327731699489312768) ,,,,,R
**10** ^Grid^,**@dataisawesomeo** ^Christoph Er^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dataisawesomeo_10.jpg),[tweet](https://twitter.com/dataisawesomeo/status/1326088076502949888) ,,,,,QGIS
**23** ^Boundaries^,**@ilyankou** ^Ilya Ilyankou^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ilyankou_23.jpg),[tweet](https://twitter.com/ilyankou/status/1330815616773722113) ,"USA, Canada",,animals,,QGIS
**20** ^Population^,**@marcel__dekker** ^Marcel Dekker^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/marcel__dekker_20.jpg),[tweet](https://twitter.com/marcel__dekker/status/1329706994836631554) ,,,,,
**22** ^Movement^,**@neocartocnrs** ^neocarto^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/neocartocnrs_22.png),[tweet](https://twitter.com/neocartocnrs/status/1330420307497193473) ,,,,,
**24** ^Elevation^,**@dataisawesomeo** ^Christoph Er^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dataisawesomeo_24.jpg),[tweet](https://twitter.com/dataisawesomeo/status/1331242511050960896) ,,,,,
**03** ^Polygons^,**@GeoJonna** ^Jonna^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/GeoJonna_03.jpg),[tweet](https://twitter.com/GeoJonna/status/1323645846001504257) ,,,,,QGIS
**06** ^Red^,**@aina_don** ^Aina Le Don^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/aina_don_06.jpg),[tweet](https://twitter.com/aina_don/status/1324624157527728129) ,,,,,QGIS
**08** ^Yellow^,**@tristramg** ^Tristram Gräbener 🚲^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tristramg_08.jpg),[tweet](https://twitter.com/tristramg/status/1325525537142546439) ,,,,,
**04** ^Hexagons^,**@Saint_GIS** ^SRG^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Saint_GIS_04.jpg),[tweet](https://twitter.com/Saint_GIS/status/1323891820821032962) ,India,,,,
**05** ^Blue^,**@1cartogRaph** ^Raphaël Bz^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/1cartogRaph_05.jpg),[tweet](https://twitter.com/1cartogRaph/status/1324273412425031681) ,Europe,,,,QGIS
**23** ^Boundaries^,**@AvTetering** ^Anton van Tetering 🌍^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AvTetering_23.jpg),[tweet](https://twitter.com/AvTetering/status/1330822190162391042) ,,,,,
**06** ^Red^,**@achillida** ^Andrés Chillida^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/achillida_06.jpg),[tweet](https://twitter.com/achillida/status/1326176009486471170) ,Spain,Barcelona,transport,,QGIS
**11** ^3D^,**@pheebely** ^Phoebe L.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/pheebely_11.jpg),[tweet](https://twitter.com/pheebely/status/1326792679854837766) ,Czech Republic,Prague,,,QGIS
**12** ^Non-GIS^,**@zentree** ^Luis Apiolaza^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/zentree_12.jpg),[tweet](https://twitter.com/zentree/status/1326685234151059456) ,New Zealand,,,,
**08** ^Yellow^,**@FrancescaPontin** ^Francesca Pontin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/FrancescaPontin_08.jpg),[tweet](https://twitter.com/FrancescaPontin/status/1325517644863328256) ,UK,Leeds,,,
**06** ^Red^,**@cmjonestodd** ^C. M. Jones-Todd^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/cmjonestodd_06.png),[tweet](https://twitter.com/cmjonestodd/status/1324593784215146497) ,New Zealand,,,,
**05** ^Blue^,**@JulienQuotidien** ^Julien^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JulienQuotidien_05.jpg),[tweet](https://twitter.com/JulienQuotidien/status/1324391905581535232) ,,,,,
**10** ^Grid^,**@JoeWDavies** ^Joe Davies^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JoeWDavies_10.jpg),[tweet](https://twitter.com/JoeWDavies/status/1326229089032822786) ,,,,,
**10** ^Grid^,**@AlandcoC** ^Anne L.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AlandcoC_10.jpg),[tweet](https://twitter.com/AlandcoC/status/1326073204281122818) ,,,,,
**26** ^New tool^,**@Tabularthur** ^Arthur Beaubois-Jude^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Tabularthur_26.jpg),[tweet](https://twitter.com/Tabularthur/status/1332021196548935682) ,,,,,
**03** ^Polygons^,**@jstnbraaten** ^Justin Braaten^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jstnbraaten_03.jpg),[tweet](https://twitter.com/jstnbraaten/status/1323617973127409665) ,,,,,
**11** ^3D^,**@emu_info** ^Emu Analytics^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/emu_info_11.jpg),[tweet](https://twitter.com/emu_info/status/1326514872604090375) ,UK,London,,,
**26** ^New tool^,**@burdGIS** ^Oliver Burdekin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/burdGIS_26.jpg),[tweet](https://twitter.com/burdGIS/status/1331914217612599297) ,,,,,
**15** ^Connections^,**@dickoah** ^Ahmadou Dicko^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dickoah_15.jpg),[tweet](https://twitter.com/dickoah/status/1328027566779854848) ,,,,,R
**08** ^Yellow^,**@geodatascience** ^GeoDataScience^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geodatascience_08.jpg),[tweet](https://twitter.com/geodatascience/status/1325406090041942016) ,,,,,
**21** ^Water^,**@meandmaps** ^me & maps^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/meandmaps_21.jpg),[tweet](https://twitter.com/meandmaps/status/1330073353567264771) ,,,,,
**03** ^Polygons^,**@neilcharles_uk** ^Neil Charles^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/neilcharles_uk_03.jpg),[tweet](https://twitter.com/neilcharles_uk/status/1323585068506451969) ,,,,,
**04** ^Hexagons^,**@JanPhilippKolb** ^Jan-Philipp Kolb^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JanPhilippKolb_04.png),[tweet](https://twitter.com/JanPhilippKolb/status/1323864712099094529) ,,,,,R
**02** ^Lines^,**@lioneltodome** ^Lionel^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/lioneltodome_02.jpg),[tweet](https://twitter.com/lioneltodome/status/1323749397130346496) ,,,,,
**09** ^Monochrome^,**@mjlegg** ^Michael Legg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mjlegg_09.png),[tweet](https://twitter.com/mjlegg/status/1325695807354531840) ,,,,,Aerialod
**11** ^3D^,**@tkardi** ^Tõnis Kärdi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tkardi_11.jpg),[tweet](https://twitter.com/tkardi/status/1326483119059460100) ,,,,,
**14** ^Climate change^,**@ilyankou** ^Ilya Ilyankou^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ilyankou_14.png),[tweet](https://twitter.com/ilyankou/status/1327561528040697858) ,UK,,climate,"grid, choropleth",QGIS
**16** ^Islands^,**@Peterincan** ^Peter Atwood^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Peterincan_16.jpg),[tweet](https://twitter.com/Peterincan/status/1328476072787238917) ,,,,,
**09** ^Monochrome^,**@hurricanevicky** ^Vicky Johnson-Dahl^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/hurricanevicky_09.jpg),[tweet](https://twitter.com/hurricanevicky/status/1325976986041389056) ,Iraq,Erbil,,,
**03** ^Polygons^,**@gonzalotalavera** ^Gonzalo Talavera Forlin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/gonzalotalavera_03.png),[tweet](https://twitter.com/gonzalotalavera/status/1324143143529361409) ,Peru,Lima,,,
**16** ^Islands^,**@Cchurchili** ^Carl Churchill^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Cchurchili_16.jpg),[tweet](https://twitter.com/Cchurchili/status/1328344353094443008) ,,,,,Mapbox
**07** ^Green^,**@fleischkas** ^Isaak^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/fleischkas_07.jpg),[tweet](https://twitter.com/fleischkas/status/1325481564990566400) ,,,,,
**15** ^Connections^,**@vivekparasharr** ^Vivek Parashar^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vivekparasharr_15.jpg),[tweet](https://twitter.com/vivekparasharr/status/1328000817538998272) ,,,,,"Python, Plotly"
**09** ^Monochrome^,**@azolnai** ^Andrew Zolnai^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/azolnai_09.jpg),[tweet](https://twitter.com/azolnai/status/1325790843811360768) ,,,,,ArcGIS
**12** ^Non-GIS^,**@Helenmckmck** ^Helen McKenzie^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Helenmckmck_12.jpg),[tweet](https://twitter.com/Helenmckmck/status/1326942506546831361) ,,,,,
**12** ^Non-GIS^,**@geo_alyaqout** ^عبداللطيف الياقوت^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geo_alyaqout_12.jpg),[tweet](https://twitter.com/geo_alyaqout/status/1326947770050162694) ,,,,,
**15** ^Connections^,**@nwbort** ^Nick Twort^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/nwbort_15.png),[tweet](https://twitter.com/nwbort/status/1329032230430150656) [web](https://cardioid.co.nz/30dmc/15/),World,,entertainment,,R
**28** ^Non-geographic^,**@AFCotroneo** ^Anton1o^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AFCotroneo_28.jpg),[tweet](https://twitter.com/AFCotroneo/status/1333878327887745029) ,,,sport,,OmniSci
**22** ^Movement^,**@odile_p** ^odile^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/odile_p_22.jpg),[tweet](https://twitter.com/odile_p/status/1330497765630160901) ,France,Grenoble,strikes,,hand drawn
**02** ^Lines^,**@DVDMaps** ^David McCutcheon^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DVDMaps_02.jpg),[tweet](https://twitter.com/DVDMaps/status/1323202500007235585) ,,,,,
**15** ^Connections^,**@odile_p** ^odile^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/odile_p_15.jpg),[tweet](https://twitter.com/odile_p/status/1327974163588521984) ,France,Grenoble,transport,,hand drawn
**26** ^New tool^,**@IKEDA_02** ^I.K.D^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/IKEDA_02_26.jpg),[tweet](https://twitter.com/IKEDA_02/status/1331932665600065536) ,,,,,
**03** ^Polygons^,**@bobbij_gis** ^Bobbi Johnson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/bobbij_gis_03.jpg),[tweet](https://twitter.com/bobbij_gis/status/1323847710407946240) ,,,,,
**10** ^Grid^,**@UT_moblab** ^Mobility Lab of University of Tartu^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/UT_moblab_10.png),[tweet](https://twitter.com/UT_moblab/status/1326066130822303751) ,,,,,
**03** ^Polygons^,**@afrimapr** ^afrimapr^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/afrimapr_03.jpg),[tweet](https://twitter.com/afrimapr/status/1323620041217245186) ,,,,,R
**23** ^Boundaries^,**@StaridasGeo** ^Staridas Geography^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/StaridasGeo_23.jpg),[tweet](https://twitter.com/StaridasGeo/status/1330790759080058881) ,,,,,
**03** ^Polygons^,**@LocationArtist2** ^Location Artistry^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/LocationArtist2_03.jpg),[tweet](https://twitter.com/LocationArtist2/status/1323838346909679617) ,USA,,,,"ArcGIS, Python"
**02** ^Lines^,**@pokateo_** ^Kate Berg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/pokateo__02.jpg),[tweet](https://twitter.com/pokateo_/status/1323258015278157824) ,,,,,
**22** ^Movement^,**@jackasnape** ^Jack Snape^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jackasnape_22.jpg),[tweet](https://twitter.com/jackasnape/status/1334785519532826625) ,UK,,,,
**01** ^Points^,**@Juanizio_C** ^Juanizio Correa^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Juanizio_C_01.jpg),[tweet](https://twitter.com/Juanizio_C/status/1322926229096464385) ,Chile,,,,
**11** ^3D^,**@kriksine** ^Kristīne^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/kriksine_11.jpg),[tweet](https://twitter.com/kriksine/status/1326574604907851779) ,Latvia,Rīga,,,
**07** ^Green^,**@XemartinLaborde** ^Xemartin Laborde^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/XemartinLaborde_07.jpg),[tweet](https://twitter.com/XemartinLaborde/status/1325087225370046465) ,Asia,,,,
**01** ^Points^,**@Geo__Nerd__Rish** ^Rishi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Geo__Nerd__Rish_01.jpg),[tweet](https://twitter.com/Geo__Nerd__Rish/status/1322891561751908353) ,,,,,
**17** ^Historical^,**@TheRealJimShady** ^𝗝ames D Smith^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/TheRealJimShady_17.jpg),[tweet](https://twitter.com/TheRealJimShady/status/1328812602168897541) ,,,,,
**01** ^Points^,**@spatialoccasio1** ^spatial_occasions^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/spatialoccasio1_01.jpg),[tweet](https://twitter.com/spatialoccasio1/status/1323004091023396865) ,,,,,
**24** ^Elevation^,**@4hoppers** ^Ian Grasshoff^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/4hoppers_24.jpg),[tweet](https://twitter.com/4hoppers/status/1331737323600551936) ,,,,,
**17** ^Historical^,**@odile_p** ^odile^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/odile_p_17.jpg),[tweet](https://twitter.com/odile_p/status/1328765631861317633) ,France,Grenoble,,,hand drawn
**24** ^Elevation^,**@valen_ibiza** ^Valentín Sastre^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/valen_ibiza_24.jpg),[tweet](https://twitter.com/valen_ibiza/status/1331370946666651653) ,,,,,
**06** ^Red^,**@tjukanov** ^Topi Tjukanov^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tjukanov_06.jpg),[tweet](https://twitter.com/tjukanov/status/1324601428103626753) ,Finland,,,,
**07** ^Green^,**@e2molin** ^Esteban Escolano Molin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/e2molin_07.jpg),[tweet](https://twitter.com/e2molin/status/1325209147567206401) ,,,,,
**13** ^Raster^,**@odile_p** ^odile^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/odile_p_13.jpg),[tweet](https://twitter.com/odile_p/status/1327277467174899713) ,France,Rouen,war,,hand drawn
**13** ^Raster^,**@MAHESHK92842090** ^MAHESH KUMAR^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MAHESHK92842090_13.jpg),[tweet](https://twitter.com/MAHESHK92842090/status/1327156135770681344) ,,,,,
**01** ^Points^,**@rorich** ^R.Richard^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/rorich_01.jpg),[tweet](https://twitter.com/rorich/status/1323088893516910592) ,,,,,ArcGIS
**02** ^Lines^,**@k_zoar** ^ぞあ.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/k_zoar_02.jpg),[tweet](https://twitter.com/k_zoar/status/1323116122149806082) ,,,,,"QGIS, D3.js, Leaflet"
**21** ^Water^,**@mapsbyp** ^Patrycja Krajczyńska^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mapsbyp_21.jpg),[tweet](https://twitter.com/mapsbyp/status/1330125120132800513) ,,,,,
**09** ^Monochrome^,**@arriskeus** ^Riesgos Naturales & Medio Ambiente^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/arriskeus_09.jpg),[tweet](https://twitter.com/arriskeus/status/1325873289357451267) ,,,,,
**20** ^Population^,**@TomTheMap** ^Tom Timms^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/TomTheMap_20.jpg),[tweet](https://twitter.com/TomTheMap/status/1329841939244589056) ,,,,,
**20** ^Population^,**@JulienQuotidien** ^Julien^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JulienQuotidien_20.jpg),[tweet](https://twitter.com/JulienQuotidien/status/1329820562055704581) ,,,,,
**01** ^Points^,**@Armire** ^Armire 👗^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Armire_01.jpg),[tweet](https://twitter.com/Armire/status/1322964955696668674) ,,,,,
**23** ^Boundaries^,**@meme_raz** ^MeMeRaz.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/meme_raz_23.jpg),[tweet](https://twitter.com/meme_raz/status/1330957896868388866) ,Saudi Arabia,,,,
**23** ^Boundaries^,**@geologyjesse** ^Jesse Pisel^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geologyjesse_23.jpg),[tweet](https://twitter.com/geologyjesse/status/1330997494008983554) ,,,,,
**09** ^Monochrome^,**@Explorer_Hos** ^Andrew Hostetler^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Explorer_Hos_09.jpg),[tweet](https://twitter.com/Explorer_Hos/status/1325766236576346122) ,,,,,
